Pais,Ano,Quantidade (kg),Valor (US$)
Austrália,2016,2753.0,15686.0
"Coreia, Republica Sul",2016,8.0,20.0
Paraguai,2016,1131752.0,1935714.0
Países Baixos,2016,16179629.0,32565173.0
Colômbia,2016,5700.0,18531.0
Uruguai,2016,94472.0,231313.0
Taiwan (Formosa),2016,19673.0,93863.0
Benin,2016,5040.0,20333.0
Argentina,2016,1157638.0,2350311.0
Finlândia,2016,31617.0,106355.0
Bolívia,2017,22960.0,70144.0
Emirados Arabes Unidos,2017,675.0,3302.0
Argentina,2017,2872932.0,5762915.0
Guine Bissau,2017,48.0,90.0
China,2017,96055.0,334351.0
Angola,2017,10330.0,62865.0
Suíça,2017,8415.0,91700.0
Tailândia,2017,6720.0,23275.0
Itália,2017,1935.0,10630.0
"Alemanha, República Democrática",2017,3369298.0,6818204.0
Estados Unidos,2017,2008201.0,6944319.0
Austrália,2017,2150.0,10547.0
Suriname,2017,22690.0,76888.0
Irlanda,2017,199402.0,565158.0
Hong Kong,2017,21595.0,44353.0
Costa Rica,2017,3026.0,12611.0
Letônia,2017,545.0,6149.0
Paraguai,2017,2595063.0,4718955.0
"Coreia do Sul, Republica da",2017,442.0,1470.0
Noruega,2017,518000.0,1309866.0
Belgica,2017,450.0,2646.0
Australia,2017,595.0,2276.0
Luxemburgo,2017,4495.0,25846.0
Canadá,2017,21413.0,110263.0
Curaçao,2017,14141.0,30691.0
Dinamarca,2017,581.0,2829.0
Nova Zelândia,2017,1874.0,9161.0
Uruguai,2017,117605.0,301670.0
Reino Unido,2017,9123396.0,20672076.0
São Tomé e Príncipe,2017,120.0,442.0
Guine Equatorial,2017,2639.0,30563.0
Venezuela,2017,1135.0,4851.0
Catar,2017,13338.0,81606.0
Guiana,2017,4.0,61.0
Colombia,2017,595.0,2600.0
Trinidade e Tobago,2017,18550.0,63977.0
Espanha,2017,33885.0,116701.0
Cuba,2017,62791.0,72229.0
Cingapura,2017,6300.0,10510.0
Alemanha,2017,4824.0,28799.0
Cabo Verde,2017,180.0,330.0
Chile,2017,26887.0,233904.0
"Rússia, Federação da",2017,199140.0,477800.0
Japão,2017,1973323.0,5556449.0
Emirados Árabes Unidos,2017,1645205.0,4252353.0
Camarões,2017,7046.0,25994.0
Quênia,2017,100.0,1512.0
Taiwan (Formosa),2017,16495.0,50528.0
Republica Tcheca,2017,207.0,942.0
França,2017,4316.0,21670.0
Bélgica,2017,2790.0,16405.0
Suécia,2017,265548.0,567607.0
Antilhas Holandesas,2017,5400.0,8550.0
Países Baixos,2017,24328243.0,50499985.0
República Dominicana,2017,44520.0,169620.0
Portugal,2017,13911.0,33275.0
"Tcheca, República",2017,2940.0,17404.0
Finlândia,2017,111720.0,202785.0
Bulgária,2017,117.0,1579.0
México,2017,77099.0,281670.0
Antígua e Barbuda,2018,150.0,408.0
Japão,2018,1051325.0,2527064.0
Chile,2018,38343.0,253778.0
"Alemanha, República Democrática",2018,2881214.0,5878974.0
Guine Equatorial,2018,8389.0,26808.0
Dinamarca,2018,103509.0,196650.0
Suíça,2018,1027.0,8628.0
Serra Leoa,2018,12.0,13.0
Taiwan (Formosa),2018,9398.0,23255.0
México,2018,27658.0,78298.0
Emirados Árabes Unidos,2018,365615.0,899131.0
"Alemanha, República Democrática da",2018,96.0,91.0
República Dominicana,2018,29680.0,113081.0
Argélia,2018,20688.0,31001.0
Vietnã,2018,10.0,51.0
China,2018,74680.0,233491.0
Belgica,2018,1800.0,10555.0
Taiwan,2018,39.0,115.0
Paraguai,2018,3454660.0,5868036.0
Grécia,2018,1823.0,4761.0
Porto Rico,2018,100.0,1512.0
Ilha de Man,2018,48.0,116.0
Índia,2018,341.0,684.0
Quênia,2018,6771.0,31225.0
Gibraltar,2018,69.0,175.0
"Coreia, Republica Sul",2018,120.0,109.0
Bermudas,2018,23.0,69.0
Países Baixos,2018,22339719.0,46758037.0
Catar,2018,1100.0,4932.0
Austrália,2018,2635.0,9095.0
Tailândia,2018,217.0,648.0
Espanha,2018,503196.0,1029706.0
Malásia,2018,45.0,134.0
Hong Kong,2018,19242.0,38255.0
Polônia,2018,23819.0,78287.0
Camarões,2018,90.0,284.0
Falkland (Malvinas),2018,50.0,66.0
Turquia,2018,594.0,690.0
"Tcheca, República",2018,2712.0,20980.0
Falkland (Ilhas Malvinas),2018,31.0,93.0
Haiti,2018,79500.0,144425.0
Coreia do Sul,2018,54.0,154.0
Malta,2018,1233.0,3017.0
El Salvador,2018,1.0,10.0
Colômbia,2018,6944.0,26273.0
Eslovênia,2018,10.0,30.0
Colombia,2018,2309.0,8637.0
Bolívia,2018,28079.0,84005.0
India,2018,48.0,41.0
Rússia,2018,47765.0,18240.0
Arabia Saudita,2018,14725.0,28615.0
"Marshall, Ilhas",2018,3003.0,7902.0
Guiana Francesa,2018,64.0,362.0
Gana,2018,9000.0,13502.0
Uruguai,2018,204292.0,365256.0
Barbados,2018,15.0,59.0
Chipre,2018,854.0,1711.0
"Cayman, Ilhas",2018,80.0,343.0
França,2018,14056.0,64373.0
"Dominica, Ilha de",2018,35.0,44.0
Nigéria,2018,6151.0,10279.0
Venezuela,2018,76.0,365.0
Alemanha,2018,4092.0,21373.0
Cuba,2018,4777.0,5586.0
Emirados Arabes Unidos,2018,360.0,1762.0
Angola,2018,2450.0,2575.0
Peru,2018,6770.0,25751.0
Itália,2018,4996.0,18685.0
Bélgica,2018,158017.0,334632.0
Canada,2018,23.0,94.0
Portugal,2018,3839.0,26734.0
Provisão de Navios e Aeronaves,2018,30.0,55.0
Islândia,2018,13000.0,20725.0
Canadá,2018,51592.0,202769.0
Aruba,2018,18.0,7.0
Irlanda,2018,150890.0,268835.0
Filipinas,2018,9746.0,16538.0
São Tomé e Príncipe,2018,2184.0,2357.0
Romênia,2018,40.0,172.0
Guatemala,2018,206.0,1052.0
Cingapura,2018,53125.0,153892.0
Panamá,2018,3711.0,9949.0
Barein,2018,27.0,105.0
Noruega,2018,170609.0,392326.0
Tuvalu,2018,1.0,3.0
Argentina,2018,1557498.0,2558398.0
Libéria,2018,2591.0,8053.0
Reino Unido,2018,8649196.0,21257225.0
Luxemburgo,2018,1891.0,11708.0
Bahamas,2018,25788.0,52710.0
Egito,2018,10.0,40.0
Suécia,2018,109466.0,245994.0
Cabo Verde,2018,198.0,378.0
Curaçao,2018,25679.0,47687.0
Estados Unidos,2018,2907384.0,9030828.0
Nova Zelândia,2018,10259.0,29848.0
"Rússia, Federação da",2018,80.0,454.0
"Coreia do Sul, Republica da",2018,3.0,15.0
Colombia,2019,804.0,2185.0
França,2019,24500.0,94969.0
Suriname,2019,6388.0,13330.0
"Alemanha, República Democrática",2019,1866757.0,3505757.0
Hong Kong,2019,31836.0,171405.0
Guiana,2019,424.0,1311.0
Irlanda,2019,514828.0,1113110.0
África do Sul,2019,26.0,95.0
Cingapura,2019,41219.0,170004.0
Dinamarca,2019,56515.0,131174.0
Irã,2019,509.0,1013.0
Índia,2019,578.0,1674.0
Suécia,2019,72064.0,157372.0
Tuvalu,2019,6.0,23.0
Haiti,2019,81873.0,129803.0
Montenegro,2019,9.0,46.0
Arabia Saudita,2019,167731.0,271231.0
Egito,2019,20.0,97.0
Ilha de Man,2019,250.0,674.0
Libéria,2019,15410.0,52556.0
Uruguai,2019,90428.0,131871.0
Canadá,2019,26154.0,226958.0
"Cayman, Ilhas",2019,250.0,787.0
Paraguai,2019,2537880.0,4075502.0
Togo,2019,13.0,52.0
Colômbia,2019,897.0,1999.0
Australia,2019,180.0,800.0
Catar,2019,122.0,3800.0
Omã,2019,60.0,193.0
Canada,2019,2185.0,8228.0
"Marshall, Ilhas",2019,19355.0,50428.0
Jérsei,2019,24.0,58.0
Guatemala,2019,2043.0,11652.0
Nigéria,2019,30246.0,46068.0
Camores,2019,20.0,75.0
Taiwan (Formosa),2019,17.0,73.0
Antigua e Barbuda,2019,7.0,34.0
Malásia,2019,9343.0,24283.0
Barein,2019,1440.0,5497.0
Panamá,2019,19887.0,61232.0
"Rússia, Federação da",2019,48084.0,101082.0
Belice,2019,9.0,29.0
Peru,2019,10351.0,19164.0
India,2019,117.0,356.0
China,2019,157218.0,471928.0
Argentina,2019,1190382.0,1761855.0
Mônaco,2019,20.0,29.0
Curaçao,2019,37324.0,75743.0
Filipinas,2019,1354.0,4444.0
Belgica,2019,1869.0,11405.0
Rússia,2019,71726.0,27443.0
Cabo Verde,2019,126.0,236.0
México,2019,24606.0,67793.0
Emirados Arabes Unidos,2019,483.0,2366.0
Antígua e Barbuda,2019,504.0,2228.0
"Coreia do Sul, Republica da",2019,32.0,115.0
Países Baixos,2019,19571061.0,36209760.0
Serra Leoa,2019,18.0,717.0
Sri Lanka,2019,81.0,222.0
Bermudas,2019,228.0,1047.0
Líbano,2019,114.0,285.0
Burquina Faso,2019,10.0,37.0
Nova Zelândia,2019,500.0,2832.0
Bahamas,2019,3846.0,12556.0
Belize,2019,20.0,48.0
Bélgica,2019,179440.0,348819.0
Falkland (Ilhas Malvinas),2019,20.0,69.0
Noruega,2019,278396.0,642474.0
"Tcheca, República",2019,2115.0,16391.0
"Coreia, Republica Sul",2019,70.0,194.0
Benin,2019,9.0,9.0
Vietnã,2019,20.0,32.0
Brasil,2019,18.0,62.0
"Alemanha, República Democrática da",2019,12.0,24.0
Alemanha,2019,1003.0,5466.0
Georgia,2019,26928.0,56010.0
Jordânia,2019,265.0,171.0
Angola,2019,1427.0,4825.0
Líbia,2019,207380.0,121775.0
Polônia,2019,18835.0,57171.0
Malta,2019,8390.0,22057.0
Portugal,2019,20585.0,91516.0
Grécia,2019,3351.0,9503.0
Chile,2019,189.0,457.0
Bósnia-Herzegovina,2019,10.0,53.0
Bósnia,2019,52.0,67.0
Coreia do Sul,2019,270.0,620.0
Gana,2019,8483.0,13706.0
Barbados,2019,146.0,748.0
Espanha,2019,1098025.0,2091069.0
Costa do Marfim,2019,16.0,34.0
Chipre,2019,3084.0,8733.0
Gibraltar,2019,297.0,933.0
Venezuela,2019,450.0,2670.0
Austrália,2019,1641.0,6346.0
Emirados Árabes Unidos,2019,240422.0,697259.0
Africa do Sul,2019,8.0,30.0
"Turcas e Caicos, ilhas",2019,10.0,23.0
Luxemburgo,2019,2168.0,13704.0
Japão,2019,1433153.0,3421158.0
Letônia,2019,30.0,55.0
Turquia,2019,630.0,1668.0
Itália,2019,1263.0,4457.0
Estados Unidos,2019,6717730.0,17881095.0
Suíça,2019,5399.0,41123.0
Equador,2019,2.0,3.0
Tailândia,2019,1099.0,4712.0
República Dominicana,2019,29680.0,113080.0
Reino Unido,2019,13547362.0,29898384.0
Países Baixos (Holanda),2019,432.0,923.0
Canadá,2020,103250.0,485171.0
Bahamas,2020,4888.0,14226.0
Colômbia,2020,15676.0,23827.0
Cingapura,2020,10982.0,38718.0
Djibuti,2020,25.0,41.0
Bermudas,2020,414.0,1402.0
Grécia,2020,10150.0,25539.0
Rússia,2020,1463.0,8550.0
Islândia,2020,50.0,106.0
Alemanha,2020,2388.0,14767.0
Líbano,2020,42.0,123.0
Bósnia,2020,447.0,472.0
China,2020,394216.0,883525.0
Curaçao,2020,51875.0,76449.0
Emirados Árabes Unidos,2020,220972.0,631317.0
França,2020,21534.0,106020.0
Chipre,2020,6444.0,16836.0
Países Baixos (Holanda),2020,38.0,717.0
Austrália,2020,2651.0,7352.0
Filipinas,2020,1269.0,2778.0
Suriname,2020,17215.0,36513.0
Vietnã,2020,104.0,633.0
Tuvalu,2020,2.0,4.0
Noruega,2020,185817.0,588623.0
Camarões,2020,20.0,207.0
Serra Leoa,2020,9690.0,15190.0
São Vicente e Granadinas,2020,20.0,69.0
Bulgária,2020,100.0,170.0
África do Sul,2020,4.0,21.0
Suécia,2020,56.0,187.0
Eslovênia,2020,10.0,29.0
Bolívia,2020,130303.0,94585.0
Portugal,2020,129676.0,168488.0
Panamá,2020,29489.0,70939.0
Hong Kong,2020,39815.0,253860.0
India,2020,7.0,10.0
Venezuela,2020,4326.0,10038.0
Catar,2020,419.0,7130.0
"Tcheca, República",2020,563.0,4805.0
Irlanda,2020,805119.0,1768776.0
Guiana,2020,2772.0,7409.0
Haiti,2020,400879.0,474327.0
Comores,2020,9.0,25.0
República Dominicana,2020,14840.0,56540.0
Líbia,2020,16607.0,22287.0
Antígua e Barbuda,2020,964.0,2902.0
Gibraltar,2020,1012.0,3569.0
Coreia do Norte,2020,30.0,119.0
Itália,2020,359.0,930.0
Indonésia,2020,18.0,46.0
Africa do Sul,2020,44.0,152.0
Omã,2020,43.0,234.0
"Rússia, Federação da",2020,216906.0,472154.0
"Cayman, Ilhas",2020,464.0,1469.0
Uruguai,2020,69992.0,73741.0
Cabo Verde,2020,270.0,224.0
Jordânia,2020,73.0,230.0
Marrocos,2020,8.0,22.0
Antigua e Barbuda,2020,32.0,328.0
Suíça,2020,5708.0,49155.0
Espanha,2020,1743188.0,3842401.0
Libéria,2020,17340.0,55787.0
Singapura,2020,4505.0,15182.0
"Marshall, Ilhas",2020,23611.0,67477.0
Luxemburgo,2020,1086.0,5110.0
Australia,2020,144.0,503.0
"Coreia do Sul, Republica da",2020,24.0,53.0
Nova Zelândia,2020,95.0,515.0
Camores,2020,10.0,34.0
Gana,2020,18810.0,22027.0
Benin,2020,24.0,181.0
Vanuatu,2020,58.0,135.0
Angola,2020,17790.0,21665.0
Malásia,2020,12135.0,52795.0
Barein,2020,258.0,824.0
"Faroé, Ilhas",2020,25.0,98.0
Japão,2020,526468.0,1252125.0
Emirados Arabes Unidos,2020,590.0,2315.0
Montenegro,2020,49.0,167.0
Falkland (Ilhas Malvinas),2020,15.0,100.0
Irã,2020,389.0,772.0
México,2020,46881.0,112684.0
Mongólia,2020,10.0,15.0
Taiwan (Formosa),2020,60316.0,116684.0
Aruba,2020,450.0,788.0
Mônaco,2020,56.0,96.0
Belize,2020,20.0,32.0
Tailândia,2020,2590.0,10224.0
Bélgica,2020,16040.0,44992.0
Equador,2020,18048.0,25499.0
Taiwan,2020,90.0,242.0
Estados Unidos,2020,8887693.0,24757123.0
"Alemanha, República Democrática",2020,1377955.0,2824161.0
Bósnia-Herzegovina,2020,213.0,213.0
Ilha de Man,2020,171.0,554.0
Coveite,2020,1572.0,3000.0
Turquia,2020,419.0,997.0
Nigéria,2020,16707.0,42242.0
Croácia,2020,37.0,227.0
Paraguai,2020,3535648.0,4149001.0
Reino Unido,2020,14010937.0,31613530.0
Coreia do Sul,2020,226.0,517.0
Guatemala,2020,760.0,4318.0
Malta,2020,11828.0,26981.0
Bangladesh,2020,33.0,243.0
Filânldia,2020,1078.0,7065.0
"Turcas e Caicos, ilhas",2020,18.0,51.0
Colombia,2020,24578.0,74854.0
Canada,2020,413.0,3063.0
Dinamarca,2020,63651.0,139659.0
Países Baixos,2020,20360641.0,40054486.0
Polônia,2020,92.0,112.0
Letônia,2020,40.0,102.0
Índia,2020,527.0,1247.0
"Coreia, Republica Sul",2020,103.0,433.0
Barbados,2020,283.0,471.0
"Alemanha, República Democrática da",2020,86.0,44.0
Chile,2020,5687.0,7797.0
Argentina,2020,2009254.0,3720829.0
Arabia Saudita,2020,32325.0,95999.0
Espanha,2021,4554938.0,8685655.0
Panamá,2021,44913.0,87938.0
Australia,2021,184.0,654.0
"Marshall, Ilhas",2021,26979.0,72821.0
Estados Unidos,2021,15225261.0,40232058.0
França,2021,8434.0,30450.0
Gibraltar,2021,306.0,603.0
Vietnã,2021,244.0,645.0
Bolívia,2021,479585.0,343342.0
Nova Caledônia,2021,8151.0,13019.0
Mauritânia,2021,25.0,148.0
Honduras,2021,10.0,33.0
Noruega,2021,257541.0,640871.0
Suazilândia,2021,10.0,24.0
Costa Rica,2021,2160.0,1440.0
Hungria,2021,183.0,1251.0
Egito,2021,10.0,36.0
Paraguai,2021,6802487.0,7583066.0
Cabo Verde,2021,18.0,136.0
Turquia,2021,1079.0,2813.0
Gana,2021,13332.0,23031.0
Falkland (Ilhas Malvinas),2021,20.0,24.0
"Rússia, Federação da",2021,283727.0,662540.0
Taiwan (Formosa),2021,63381.0,135736.0
Marrocos,2021,10.0,34.0
Curaçao,2021,38848.0,82283.0
Barbados,2021,475.0,1551.0
Croácia,2021,10.0,25.0
Moçambique,2021,477.0,441.0
Antigua e Barbuda,2021,10.0,82.0
China,2021,745004.0,1504692.0
Itália,2021,15931.0,41619.0
México,2021,8838.0,21190.0
Polônia,2021,166.0,459.0
Dinamarca,2021,110222.0,180790.0
India,2021,271.0,446.0
Uruguai,2021,232496.0,305509.0
Afeganistão,2021,11.0,46.0
Hong Kong,2021,45693.0,171593.0
Emirados Árabes Unidos,2021,101356.0,370911.0
Suriname,2021,7105.0,23332.0
Índia,2021,423.0,1046.0
"Alemanha, República Democrática da",2021,13.0,4.0
Paquistão,2021,48.0,108.0
Argentina,2021,4613645.0,7776976.0
Colômbia,2021,23252.0,35948.0
Suíça,2021,5308.0,46071.0
Reino Unido,2021,16673214.0,37697345.0
Malta,2021,10750.0,35957.0
Colombia,2021,10280.0,37207.0
Líbia,2021,285756.0,476853.0
Canadá,2021,327403.0,1245411.0
Lituânia,2021,15150.0,27340.0
Alemanha,2021,142.0,265.0
Porto Rico,2021,24380.0,53636.0
São Vicente e Granadinas,2021,27.0,126.0
Guatemala,2021,17347.0,29100.0
Austrália,2021,44676.0,71202.0
Bangladesh,2021,20.0,101.0
"Tcheca, República",2021,456.0,5988.0
Barein,2021,579.0,1831.0
Taiwan,2021,72.0,280.0
Irlanda,2021,1493234.0,3332029.0
Serra Leoa,2021,6750.0,14025.0
Grécia,2021,5094.0,13362.0
Países Baixos (Holanda),2021,86.0,479.0
Portugal,2021,230406.0,212512.0
Nova Zelândia,2021,657.0,10477.0
Coveite,2021,30061.0,84345.0
Dominica,2021,664.0,1139.0
Maldivas,2021,3023.0,12327.0
República Dominicana,2021,27825.0,84068.0
"Coreia do Sul, Republica da",2021,82.0,200.0
Belize,2021,55.0,92.0
Suécia,2021,53.0,184.0
Brasil,2021,101.0,219.0
Vanuatu,2021,85.0,141.0
Tailândia,2021,2104.0,5456.0
Chipre,2021,4791.0,11721.0
Finlândia,2021,12480.0,23143.0
Arabia Saudita,2021,2818.0,14671.0
"Coreia, Republica Sul",2021,67.0,100.0
Montenegro,2021,68.0,210.0
Catar,2021,5621.0,14631.0
Venezuela,2021,26415.0,35944.0
Guiana,2021,5512.0,14194.0
Haiti,2021,680175.0,847327.0
Bahamas,2021,5286.0,15874.0
Luxemburgo,2021,130.0,430.0
Irã,2021,351.0,852.0
"Alemanha, República Democrática",2021,1464288.0,2576193.0
Rússia,2021,181931.0,312926.0
Nigéria,2021,68247.0,113172.0
"Cayman, Ilhas",2021,477.0,1482.0
Congo,2021,20.0,54.0
Peru,2021,9720.0,17107.0
Bermudas,2021,96.0,323.0
Angola,2021,6073.0,5915.0
Singapura,2021,25135.0,158496.0
Líbano,2021,15445.0,25941.0
Países Baixos,2021,32480500.0,59067527.0
Ilha de Man,2021,341.0,1310.0
Senegal,2021,10.0,30.0
Libéria,2021,19695.0,59947.0
Togo,2021,1890.0,2012.0
Chile,2021,17052.0,20161.0
Emirados Arabes Unidos,2021,900.0,13762.0
Guiana Francesa,2021,486.0,506.0
Coreia do Sul,2021,245.0,610.0
Japão,2021,997264.0,2201733.0
Bélgica,2021,685.0,4413.0
Malásia,2021,1159.0,13671.0
Antígua e Barbuda,2021,1362.0,3785.0
Canada,2021,253.0,566.0
Filipinas,2021,3165.0,11292.0
Antígua e Barbuda,2022,720.0,2922.0
Paraguai,2022,5292509.0,7536021.0
Catar,2022,28.0,75.0
"Alemanha, República Democrática",2022,566642.0,1258670.0
Guatemala,2022,1567.0,6877.0
Austrália,2022,16923.0,46838.0
Guiana,2022,11525.0,44992.0
Taiwan (Formosa),2022,34301.0,98406.0
Hong Kong,2022,36835.0,154153.0
Reino Unido,2022,34552.0,205630.0
França,2022,6668.0,30209.0
Estados Unidos,2022,11017948.0,30066519.0
Turquia,2022,614.0,1162.0
Argentina,2022,3955821.0,8111717.0
Espanha,2022,3504580.0,6022297.0
Peru,2022,38173.0,81563.0
Singapura,2022,23077.0,164071.0
Cuba,2022,16.0,6.0
"Tcheca, República",2022,1305.0,9997.0
Angola,2022,116987.0,238188.0
República Dominicana,2022,25440.0,80791.0
Lituânia,2022,30168.0,65259.0
Tailândia,2022,1260.0,5246.0
Gibraltar,2022,173.0,526.0
Marrocos,2022,20.0,66.0
Bangladesh,2022,168.0,471.0
Suíça,2022,4332.0,53770.0
Falkland (Ilhas Malvinas),2022,60.0,61.0
Uruguai,2022,841951.0,1421933.0
Emirados Arabes Unidos,2022,4781.0,85465.0
Finlândia,2022,45.0,89.0
Nova Zelândia,2022,854.0,1897.0
África do Sul,2022,34344.0,49753.0
Antigua e Barbuda,2022,65.0,146.0
Irã,2022,117.0,272.0
Guiana Francesa,2022,112.0,64.0
Rússia,2022,67060.0,123935.0
Canada,2022,62.0,347.0
"Rússia, Federação da",2022,14440.0,32576.0
Gana,2022,84237.0,162904.0
Índia,2022,548.0,1576.0
Irlanda,2022,1416036.0,3181486.0
Noruega,2022,384804.0,646085.0
Dinamarca,2022,26830.0,50961.0
Malásia,2022,16765.0,37005.0
Porto Rico,2022,24380.0,53636.0
Croácia,2022,54.0,512.0
India,2022,467.0,1517.0
Jordânia,2022,40.0,116.0
Barbados,2022,561.0,2148.0
Paquistão,2022,50.0,206.0
Suécia,2022,18.0,63.0
Taiwan,2022,40.0,123.0
Venezuela,2022,23220.0,32351.0
"Marshall, Ilhas",2022,26785.0,87263.0
Barein,2022,1319.0,3955.0
Ilha de Man,2022,315.0,1145.0
Coveite,2022,7252.0,33694.0
Bermudas,2022,212.0,819.0
Brasil,2022,2613.0,1219.0
Bulgária,2022,5.0,31.0
Granada,2022,6852.0,11131.0
"Cayman, Ilhas",2022,833.0,2548.0
Bolívia,2022,210268.0,215865.0
Países Baixos (Holanda),2022,707.0,6038.0
Líbano,2022,1350.0,4810.0
Libéria,2022,22164.0,77168.0
Malta,2022,7999.0,31728.0
Portugal,2022,150554.0,149462.0
"Coreia do Sul, Republica da",2022,10.0,30.0
Gabão,2022,20.0,53.0
São Vicente e Granadinas,2022,73.0,214.0
Curaçao,2022,44563.0,83246.0
Maldivas,2022,3221.0,10680.0
Haiti,2022,558612.0,750467.0
Equador,2022,14070.0,18426.0
Arabia Saudita,2022,12224.0,53675.0
Áustria,2022,6.0,212.0
Moçambique,2022,383.0,1927.0
Colômbia,2022,8230.0,14100.0
Colombia,2022,15396.0,56227.0
Vanuatu,2022,92.0,253.0
Polônia,2022,20.0,50.0
Vietnã,2022,206.0,556.0
Suriname,2022,3875.0,10118.0
Luxemburgo,2022,113.0,1067.0
Togo,2022,17317.0,25608.0
Dominica,2022,2079.0,3684.0
Romênia,2022,13194790.0,28569636.0
Líbia,2022,265152.0,278404.0
Japão,2022,2228439.0,4873209.0
Canadá,2022,427936.0,1609215.0
Nigéria,2022,40469.0,85299.0
Filipinas,2022,12978.0,14368.0
Samoa Americana,2022,8.0,18.0
Belize,2022,162.0,581.0
Quênia,2022,1440.0,2080.0
Coreia do Sul,2022,39922.0,65121.0
Letônia,2022,20.0,84.0
Camarões,2022,50.0,149.0
Indonésia,2022,40.0,103.0
Falkland (Malvinas),2022,360.0,2081.0
China,2022,1327371.0,2669085.0
Bahamas,2022,5680.0,19198.0
Chile,2022,5052.0,10062.0
Países Baixos,2022,18882790.0,36384055.0
Itália,2022,8021.0,24601.0
Omã,2022,294.0,981.0
Panamá,2022,29734.0,125153.0
Grécia,2022,3638.0,9712.0
"Alemanha, República Democrática da",2022,5.0,24.0
Emirados Árabes Unidos,2022,116384.0,401362.0
Serra Leoa,2022,8327.0,16351.0
Bélgica,2022,43172.0,109269.0
"Cocos (Keeling), Ilhas",2022,58.0,115.0
Chipre,2022,3884.0,9876.0
"Coreia, Republica Sul",2022,77.0,257.0
México,2022,4522.0,10870.0
Alemanha,2022,1164.0,6560.0
República Dominicana,2023,25440.0,78719.0
Guiana,2023,52848.0,177427.0
Líbia,2023,74993.0,95837.0
Suriname,2023,11585.0,28936.0
Panamá,2023,50104.0,183773.0
Catar,2023,2216.0,6642.0
Croácia,2023,5.0,12.0
Curaçao,2023,26759.0,48468.0
Belize,2023,52.0,125.0
Chile,2023,3554.0,15982.0
Índia,2023,510.0,1781.0
Líbano,2023,16947.0,25946.0
Palau,2023,160.0,450.0
Lituânia,2023,46041.0,117335.0
"Tcheca, República",2023,572.0,4584.0
Paraguai,2023,4164127.0,6077060.0
Portugal,2023,109819.0,218300.0
"Alemanha, República Democrática da",2023,33.0,39.0
Colômbia,2023,450.0,1259.0
Países Baixos (Holanda),2023,3.0,49.0
Vanuatu,2023,31.0,88.0
Austrália,2023,11713.0,34257.0
Singapura,2023,21306.0,124574.0
"Marshall, Ilhas",2023,26586.0,101014.0
Colombia,2023,1926.0,6898.0
Haiti,2023,564504.0,882876.0
Australia,2023,10.0,6.0
Dinamarca,2023,120625.0,306542.0
Nigéria,2023,23190.0,33430.0
Barein,2023,905.0,4286.0
Ilha de Man,2023,1883.0,6017.0
Malásia,2023,74.0,335.0
França,2023,2885.0,17025.0
Itália,2023,35077.0,146070.0
Uruguai,2023,610499.0,1015850.0
Antígua e Barbuda,2023,643.0,3021.0
Equador,2023,25206.0,37166.0
Sri Lanka,2023,20.0,30.0
Japão,2023,2608746.0,6445890.0
Letônia,2023,52.0,100.0
Reino Unido,2023,15390821.0,37568343.0
Camarões,2023,10.0,66.0
Macedônia,2023,10.0,42.0
Egito,2023,50.0,153.0
África do Sul,2023,119.0,742.0
Grécia,2023,4801.0,13103.0
Serra Leoa,2023,23473.0,39840.0
"Coreia, Republica Sul",2023,25.0,171.0
Gana,2023,115302.0,240339.0
México,2023,3.0,19.0
India,2023,60.0,170.0
Polônia,2023,490.0,1373.0
Canada,2023,4068.0,15427.0
Emirados Arabes Unidos,2023,1543.0,7384.0
Arabia Saudita,2023,2234.0,19382.0
Benin,2023,3.0,19.0
"Cayman, Ilhas",2023,721.0,3672.0
Antigua e Barbuda,2023,24.0,100.0
Bangladesh,2023,443.0,754.0
"Coreia do Sul, Republica da",2023,74.0,222.0
Arábia Saudita,2023,124.0,142.0
Turquia,2023,35598.0,123418.0
Angola,2023,111925.0,383797.0
Congo,2023,17100.0,26600.0
Estados Unidos,2023,20880288.0,61430331.0
Espanha,2023,4222317.0,7686049.0
Libéria,2023,55864.0,102797.0
Cabo Verde,2023,90.0,170.0
Togo,2023,14550.0,25235.0
Hong Kong,2023,54563.0,226961.0
Alemanha,2023,162.0,1542.0
Chipre,2023,2501.0,9280.0
Peru,2023,82085.0,158956.0
Suíça,2023,6576.0,86343.0
Macau,2023,7.0,6.0
Emirados Árabes Unidos,2023,178361.0,673572.0
Finlândia,2023,6.0,32.0
China,2023,829020.0,1761894.0
Bélgica,2023,376.0,1806.0
Brasil,2023,170.0,470.0
Malavi,2023,3660.0,6252.0
Irlanda,2023,630501.0,1735042.0
Bermudas,2023,210.0,974.0
São Cristóvão e Névis,2023,52.0,183.0
Luxemburgo,2023,623.0,7476.0
Venezuela,2023,171236.0,267799.0
Bolívia,2023,317294.0,254994.0
"Alemanha, República Democrática",2023,1706693.0,4133501.0
Malta,2023,14890.0,92232.0
Africa do Sul,2023,30.0,136.0
Coveite,2023,3725.0,22339.0
Países Baixos,2023,26858016.0,62432853.0
Quirguistão,2023,20.0,121.0
Tanzânia,2023,19.0,76.0
Argentina,2023,2278971.0,5347356.0
Gibraltar,2023,114.0,472.0
Toquelau,2023,27.0,49.0
Barbados,2023,514.0,1941.0
Bahamas,2023,6747.0,27752.0
Tailândia,2023,1014.0,4880.0
Áustria,2023,20.0,41.0
Mexico,2023,30.0,78.0
Guatemala,2023,2053.0,3758.0
